Station_Name,"Coord_Sys(PROJCS,GEOGCS)","Datum(WGS84,NAD83,NAD27)",Lat/YCoord,Lon/XCoord,Height,"Height_Units(meters,feet)",Speed,"Speed_Units(mph,kph,mps,kts)",Direction(degrees),Temperature,"Temperature_Units(F,C)",Cloud_Cover(%),Radius_of_Influence,"Radius_of_Influence_Units(miles,feet,meters,km)",date_time
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.8,mps,256.0,19.6,C,,-1,meters,2025-08-09T19:40:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.7,mps,223.0,19.7,C,,-1,meters,2025-08-09T19:50:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.7,mps,242.0,19.1,C,,-1,meters,2025-08-09T20:00:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.1,mps,229.0,19.2,C,,-1,meters,2025-08-09T20:10:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.0,mps,224.0,19.5,C,,-1,meters,2025-08-09T20:20:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.7,mps,236.0,18.7,C,,-1,meters,2025-08-09T20:30:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.8,mps,206.0,18.7,C,,-1,meters,2025-08-09T20:40:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.0,mps,214.0,19.4,C,,-1,meters,2025-08-09T20:50:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.5,mps,233.0,18.5,C,,-1,meters,2025-08-09T21:00:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.8,mps,287.0,18.6,C,,-1,meters,2025-08-09T21:10:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.1,mps,321.0,18.5,C,,-1,meters,2025-08-09T21:20:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.3,mps,238.0,18.2,C,,-1,meters,2025-08-09T21:30:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.3,mps,37.0,17.8,C,,-1,meters,2025-08-09T21:40:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.2,mps,198.0,17.3,C,,-1,meters,2025-08-09T21:50:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.7,mps,231.0,17.4,C,,-1,meters,2025-08-09T22:00:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.9,mps,227.0,17.0,C,,-1,meters,2025-08-09T22:10:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.8,mps,234.0,17.7,C,,-1,meters,2025-08-09T22:20:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.7,mps,193.0,16.9,C,,-1,meters,2025-08-09T22:30:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.1,mps,223.0,17.2,C,,-1,meters,2025-08-09T22:40:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.3,mps,209.0,17.4,C,,-1,meters,2025-08-09T22:50:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.3,mps,221.0,17.4,C,,-1,meters,2025-08-09T23:00:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.1,mps,196.0,17.3,C,,-1,meters,2025-08-09T23:10:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.1,mps,230.0,17.5,C,,-1,meters,2025-08-09T23:20:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.6,mps,215.0,16.7,C,,-1,meters,2025-08-09T23:30:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.1,mps,240.0,16.5,C,,-1,meters,2025-08-09T23:40:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.0,mps,237.0,16.4,C,,-1,meters,2025-08-09T23:50:00Z
