Station_Name,"Coord_Sys(PROJCS,GEOGCS)","Datum(WGS84,NAD83,NAD27)",Lat/YCoord,Lon/XCoord,Height,"Height_Units(meters,feet)",Speed,"Speed_Units(mph,kph,mps,kts)",Direction(degrees),Temperature,"Temperature_Units(F,C)",Cloud_Cover(%),Radius_of_Influence,"Radius_of_Influence_Units(miles,feet,meters,km)",date_time
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.0,mps,272.0,21.9,C,,-1,meters,2025-08-24T14:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.7,mps,272.0,22.0,C,,-1,meters,2025-08-24T14:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.7,mps,271.0,22.0,C,,-1,meters,2025-08-24T14:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.2,mps,274.0,22.0,C,,-1,meters,2025-08-24T14:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.6,mps,273.0,22.1,C,,-1,meters,2025-08-24T15:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.4,mps,273.0,22.2,C,,-1,meters,2025-08-24T15:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.9,mps,264.0,22.2,C,,-1,meters,2025-08-24T15:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.3,mps,276.0,22.1,C,,-1,meters,2025-08-24T15:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.2,mps,282.0,22.0,C,,-1,meters,2025-08-24T15:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.3,mps,265.0,22.0,C,,-1,meters,2025-08-24T15:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.9,mps,273.0,21.5,C,,-1,meters,2025-08-24T16:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.0,mps,275.0,21.5,C,,-1,meters,2025-08-24T16:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.0,mps,266.0,21.5,C,,-1,meters,2025-08-24T16:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.6,mps,273.0,21.7,C,,-1,meters,2025-08-24T16:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.2,mps,272.0,21.6,C,,-1,meters,2025-08-24T16:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.2,mps,279.0,21.5,C,,-1,meters,2025-08-24T16:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.8,mps,278.0,21.4,C,,-1,meters,2025-08-24T17:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.2,mps,283.0,21.2,C,,-1,meters,2025-08-24T17:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.0,mps,287.0,21.0,C,,-1,meters,2025-08-24T17:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.8,mps,295.0,20.9,C,,-1,meters,2025-08-24T17:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.3,mps,334.0,20.8,C,,-1,meters,2025-08-24T17:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.9,mps,8.0,20.1,C,,-1,meters,2025-08-24T17:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.9,mps,18.0,19.9,C,,-1,meters,2025-08-24T18:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.8,mps,48.0,19.6,C,,-1,meters,2025-08-24T18:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.0,mps,44.0,19.2,C,,-1,meters,2025-08-24T18:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.1,mps,60.0,18.4,C,,-1,meters,2025-08-24T18:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.6,mps,150.0,17.9,C,,-1,meters,2025-08-24T18:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.2,mps,219.0,18.1,C,,-1,meters,2025-08-24T18:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.6,mps,200.0,18.4,C,,-1,meters,2025-08-24T19:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.2,mps,165.0,18.1,C,,-1,meters,2025-08-24T19:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.8,mps,189.0,17.8,C,,-1,meters,2025-08-24T19:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.2,mps,209.0,17.5,C,,-1,meters,2025-08-24T19:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.6,mps,203.0,17.1,C,,-1,meters,2025-08-24T19:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.4,mps,213.0,16.6,C,,-1,meters,2025-08-24T19:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.8,mps,201.0,16.4,C,,-1,meters,2025-08-24T20:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.2,mps,223.0,15.7,C,,-1,meters,2025-08-24T20:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.6,mps,217.0,15.7,C,,-1,meters,2025-08-24T20:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.4,mps,218.0,15.7,C,,-1,meters,2025-08-24T20:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.5,mps,215.0,15.4,C,,-1,meters,2025-08-24T20:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.2,mps,221.0,15.3,C,,-1,meters,2025-08-24T20:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.8,mps,206.0,15.2,C,,-1,meters,2025-08-24T21:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.2,mps,202.0,15.4,C,,-1,meters,2025-08-24T21:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.9,mps,207.0,15.2,C,,-1,meters,2025-08-24T21:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.8,mps,189.0,15.2,C,,-1,meters,2025-08-24T21:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.0,mps,209.0,14.6,C,,-1,meters,2025-08-24T21:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.5,mps,212.0,14.7,C,,-1,meters,2025-08-24T21:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.0,mps,197.0,14.5,C,,-1,meters,2025-08-24T22:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.6,mps,201.0,14.4,C,,-1,meters,2025-08-24T22:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.8,mps,194.0,14.5,C,,-1,meters,2025-08-24T22:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.7,mps,195.0,14.4,C,,-1,meters,2025-08-24T22:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.7,mps,203.0,14.3,C,,-1,meters,2025-08-24T22:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.4,mps,205.0,14.1,C,,-1,meters,2025-08-24T22:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.9,mps,202.0,14.0,C,,-1,meters,2025-08-24T23:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.2,mps,222.0,13.7,C,,-1,meters,2025-08-24T23:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.1,mps,130.0,13.9,C,,-1,meters,2025-08-24T23:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.5,mps,69.0,13.8,C,,-1,meters,2025-08-24T23:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.4,mps,286.0,13.8,C,,-1,meters,2025-08-24T23:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.2,mps,211.0,13.7,C,,-1,meters,2025-08-24T23:50:00Z
