Station_Name,"Coord_Sys(PROJCS,GEOGCS)","Datum(WGS84,NAD83,NAD27)",Lat/YCoord,Lon/XCoord,Height,"Height_Units(meters,feet)",Speed,"Speed_Units(mph,kph,mps,kts)",Direction(degrees),Temperature,"Temperature_Units(F,C)",Cloud_Cover(%),Radius_of_Influence,"Radius_of_Influence_Units(miles,feet,meters,km)",date_time
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,7.1,mps,101.0,13.2,C,,-1,meters,2025-10-23T03:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,7.2,mps,91.0,13.3,C,,-1,meters,2025-10-23T03:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.0,mps,98.0,13.3,C,,-1,meters,2025-10-23T03:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,7.3,mps,90.0,13.4,C,,-1,meters,2025-10-23T04:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,7.2,mps,80.0,13.4,C,,-1,meters,2025-10-23T04:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,5.9,mps,105.0,13.3,C,,-1,meters,2025-10-23T04:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,6.5,mps,97.0,13.4,C,,-1,meters,2025-10-23T04:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,6.0,mps,74.0,13.3,C,,-1,meters,2025-10-23T04:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.1,mps,62.0,14.1,C,,-1,meters,2025-10-23T04:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,3.9,mps,130.0,14.4,C,,-1,meters,2025-10-23T05:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.2,mps,137.0,13.7,C,,-1,meters,2025-10-23T05:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.2,mps,164.0,13.5,C,,-1,meters,2025-10-23T05:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,5.9,mps,156.0,15.2,C,,-1,meters,2025-10-23T05:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,9.1,mps,187.0,16.7,C,,-1,meters,2025-10-23T05:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,8.9,mps,174.0,16.5,C,,-1,meters,2025-10-23T05:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,7.8,mps,184.0,17.7,C,,-1,meters,2025-10-23T06:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.0,mps,196.0,18.1,C,,-1,meters,2025-10-23T06:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.8,mps,360.0,15.0,C,,-1,meters,2025-10-23T06:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.4,mps,12.0,15.6,C,,-1,meters,2025-10-23T06:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.9,mps,33.0,16.5,C,,-1,meters,2025-10-23T06:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.1,mps,233.0,18.8,C,,-1,meters,2025-10-23T06:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.9,mps,242.0,19.4,C,,-1,meters,2025-10-23T07:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,5.6,mps,242.0,18.7,C,,-1,meters,2025-10-23T07:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,3.4,mps,142.0,16.2,C,,-1,meters,2025-10-23T07:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.8,mps,115.0,15.0,C,,-1,meters,2025-10-23T07:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.9,mps,127.0,13.5,C,,-1,meters,2025-10-23T07:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.7,mps,215.0,13.5,C,,-1,meters,2025-10-23T07:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.4,mps,242.0,15.4,C,,-1,meters,2025-10-23T08:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,3.5,mps,261.0,16.8,C,,-1,meters,2025-10-23T08:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,10.0,mps,320.0,14.9,C,,-1,meters,2025-10-23T08:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,15.1,mps,291.0,13.1,C,,-1,meters,2025-10-23T08:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,15.3,mps,273.0,11.8,C,,-1,meters,2025-10-23T08:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,10.8,mps,267.0,11.6,C,,-1,meters,2025-10-23T08:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,10.5,mps,260.0,11.8,C,,-1,meters,2025-10-23T09:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,9.3,mps,271.0,12.0,C,,-1,meters,2025-10-23T09:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,9.6,mps,232.0,13.1,C,,-1,meters,2025-10-23T09:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,11.9,mps,232.0,14.1,C,,-1,meters,2025-10-23T09:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,12.0,mps,208.0,13.8,C,,-1,meters,2025-10-23T09:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,10.2,mps,218.0,14.4,C,,-1,meters,2025-10-23T09:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,8.3,mps,216.0,14.2,C,,-1,meters,2025-10-23T10:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,6.9,mps,218.0,14.0,C,,-1,meters,2025-10-23T10:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,7.5,mps,236.0,14.1,C,,-1,meters,2025-10-23T10:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,5.9,mps,219.0,13.8,C,,-1,meters,2025-10-23T10:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,3.8,mps,277.0,13.8,C,,-1,meters,2025-10-23T10:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.3,mps,315.0,12.6,C,,-1,meters,2025-10-23T10:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.8,mps,302.0,11.4,C,,-1,meters,2025-10-23T11:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,9.1,mps,282.0,10.9,C,,-1,meters,2025-10-23T11:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,14.9,mps,256.0,10.9,C,,-1,meters,2025-10-23T11:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,9.0,mps,242.0,11.2,C,,-1,meters,2025-10-23T11:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,6.7,mps,239.0,11.3,C,,-1,meters,2025-10-23T11:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.7,mps,231.0,11.7,C,,-1,meters,2025-10-23T11:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,6.5,mps,218.0,12.8,C,,-1,meters,2025-10-23T12:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.7,mps,228.0,12.8,C,,-1,meters,2025-10-23T12:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.9,mps,249.0,13.3,C,,-1,meters,2025-10-23T12:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,7.6,mps,264.0,12.8,C,,-1,meters,2025-10-23T12:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,7.5,mps,282.0,11.5,C,,-1,meters,2025-10-23T12:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,7.1,mps,271.0,10.4,C,,-1,meters,2025-10-23T12:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.0,mps,200.0,10.0,C,,-1,meters,2025-10-23T13:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,5.0,mps,198.0,10.2,C,,-1,meters,2025-10-23T13:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,6.3,mps,210.0,11.7,C,,-1,meters,2025-10-23T13:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,7.7,mps,222.0,12.9,C,,-1,meters,2025-10-23T13:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,7.7,mps,212.0,12.6,C,,-1,meters,2025-10-23T13:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.4,mps,215.0,12.5,C,,-1,meters,2025-10-23T13:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,3.3,mps,214.0,12.6,C,,-1,meters,2025-10-23T14:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,5.5,mps,223.0,12.5,C,,-1,meters,2025-10-23T14:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,6.5,mps,209.0,12.0,C,,-1,meters,2025-10-23T14:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,3.2,mps,247.0,11.9,C,,-1,meters,2025-10-23T14:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.9,mps,217.0,11.8,C,,-1,meters,2025-10-23T14:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.7,mps,158.0,10.9,C,,-1,meters,2025-10-23T14:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.3,mps,308.0,10.7,C,,-1,meters,2025-10-23T15:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.3,mps,184.0,10.4,C,,-1,meters,2025-10-23T15:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,3.8,mps,142.0,10.2,C,,-1,meters,2025-10-23T15:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.3,mps,171.0,10.0,C,,-1,meters,2025-10-23T15:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.6,mps,181.0,10.0,C,,-1,meters,2025-10-23T15:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.4,mps,89.0,10.2,C,,-1,meters,2025-10-23T15:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,3.0,mps,77.0,10.1,C,,-1,meters,2025-10-23T16:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.8,mps,34.0,9.9,C,,-1,meters,2025-10-23T16:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,3.1,mps,30.0,9.9,C,,-1,meters,2025-10-23T16:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.4,mps,64.0,9.9,C,,-1,meters,2025-10-23T16:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,3.8,mps,72.0,9.8,C,,-1,meters,2025-10-23T16:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,3.9,mps,78.0,9.8,C,,-1,meters,2025-10-23T16:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.5,mps,37.0,9.8,C,,-1,meters,2025-10-23T17:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.9,mps,53.0,10.4,C,,-1,meters,2025-10-23T17:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.0,mps,99.0,10.2,C,,-1,meters,2025-10-23T17:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.4,mps,343.0,10.3,C,,-1,meters,2025-10-23T17:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.8,mps,298.0,10.4,C,,-1,meters,2025-10-23T17:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.3,mps,172.0,10.6,C,,-1,meters,2025-10-23T17:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.5,mps,185.0,10.5,C,,-1,meters,2025-10-23T18:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,3.4,mps,150.0,10.7,C,,-1,meters,2025-10-23T18:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.3,mps,259.0,11.2,C,,-1,meters,2025-10-23T18:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.5,mps,263.0,10.9,C,,-1,meters,2025-10-23T18:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.9,mps,95.0,10.8,C,,-1,meters,2025-10-23T18:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.0,mps,286.0,10.4,C,,-1,meters,2025-10-23T18:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.7,mps,261.0,9.9,C,,-1,meters,2025-10-23T19:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.6,mps,249.0,8.9,C,,-1,meters,2025-10-23T19:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.9,mps,106.0,8.2,C,,-1,meters,2025-10-23T19:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.4,mps,118.0,7.9,C,,-1,meters,2025-10-23T19:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.3,mps,102.0,7.9,C,,-1,meters,2025-10-23T19:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.4,mps,40.0,8.2,C,,-1,meters,2025-10-23T19:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.2,mps,47.0,8.6,C,,-1,meters,2025-10-23T20:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.7,mps,90.0,8.3,C,,-1,meters,2025-10-23T20:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.6,mps,336.0,8.2,C,,-1,meters,2025-10-23T20:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,3.3,mps,63.0,8.3,C,,-1,meters,2025-10-23T20:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.5,mps,87.0,8.4,C,,-1,meters,2025-10-23T20:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.3,mps,13.0,8.6,C,,-1,meters,2025-10-23T20:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.1,mps,11.0,8.4,C,,-1,meters,2025-10-23T21:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,5.6,mps,317.0,8.1,C,,-1,meters,2025-10-23T21:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,6.4,mps,274.0,7.5,C,,-1,meters,2025-10-23T21:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,5.7,mps,234.0,7.4,C,,-1,meters,2025-10-23T21:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.5,mps,209.0,7.8,C,,-1,meters,2025-10-23T21:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.1,mps,160.0,7.0,C,,-1,meters,2025-10-23T21:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,3.5,mps,117.0,7.5,C,,-1,meters,2025-10-23T22:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.6,mps,169.0,7.6,C,,-1,meters,2025-10-23T22:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.1,mps,63.0,7.6,C,,-1,meters,2025-10-23T22:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.6,mps,88.0,7.7,C,,-1,meters,2025-10-23T22:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.9,mps,128.0,7.3,C,,-1,meters,2025-10-23T22:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.3,mps,84.0,7.0,C,,-1,meters,2025-10-23T22:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.6,mps,71.0,6.8,C,,-1,meters,2025-10-23T23:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.9,mps,68.0,6.7,C,,-1,meters,2025-10-23T23:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.1,mps,87.0,6.4,C,,-1,meters,2025-10-23T23:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.6,mps,70.0,6.5,C,,-1,meters,2025-10-23T23:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.8,mps,39.0,6.5,C,,-1,meters,2025-10-23T23:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,2.3,mps,49.0,6.4,C,,-1,meters,2025-10-23T23:50:00Z
