Station_Name,"Coord_Sys(PROJCS,GEOGCS)","Datum(WGS84,NAD83,NAD27)",Lat/YCoord,Lon/XCoord,Height,"Height_Units(meters,feet)",Speed,"Speed_Units(mph,kph,mps,kts)",Direction(degrees),Temperature,"Temperature_Units(F,C)",Cloud_Cover(%),Radius_of_Influence,"Radius_of_Influence_Units(miles,feet,meters,km)",date_time
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.1,mps,173.0,10.9,C,,-1,meters,2025-10-23T04:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.7,mps,77.0,10.8,C,,-1,meters,2025-10-23T04:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.2,mps,323.0,10.8,C,,-1,meters,2025-10-23T05:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.0,mps,184.0,10.7,C,,-1,meters,2025-10-23T05:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.9,mps,281.0,11.0,C,,-1,meters,2025-10-23T05:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.9,mps,54.0,10.9,C,,-1,meters,2025-10-23T05:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.9,mps,86.0,10.9,C,,-1,meters,2025-10-23T05:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.1,mps,140.0,11.1,C,,-1,meters,2025-10-23T05:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.7,mps,58.0,11.2,C,,-1,meters,2025-10-23T06:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.6,mps,126.0,11.2,C,,-1,meters,2025-10-23T06:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.9,mps,13.0,11.3,C,,-1,meters,2025-10-23T06:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.2,mps,42.0,11.5,C,,-1,meters,2025-10-23T06:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.9,mps,354.0,11.9,C,,-1,meters,2025-10-23T06:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.6,mps,31.0,12.3,C,,-1,meters,2025-10-23T06:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.9,mps,126.0,11.9,C,,-1,meters,2025-10-23T07:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.0,mps,219.0,11.9,C,,-1,meters,2025-10-23T07:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.2,mps,262.0,11.7,C,,-1,meters,2025-10-23T07:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.8,mps,213.0,11.8,C,,-1,meters,2025-10-23T07:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.7,mps,237.0,11.9,C,,-1,meters,2025-10-23T07:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.4,mps,33.0,11.7,C,,-1,meters,2025-10-23T07:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.0,mps,25.0,11.5,C,,-1,meters,2025-10-23T08:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.4,mps,126.0,11.6,C,,-1,meters,2025-10-23T08:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.4,mps,99.0,12.8,C,,-1,meters,2025-10-23T08:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.8,mps,4.0,12.6,C,,-1,meters,2025-10-23T08:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.0,mps,34.0,12.5,C,,-1,meters,2025-10-23T08:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.5,mps,8.0,13.5,C,,-1,meters,2025-10-23T08:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.3,mps,242.0,14.9,C,,-1,meters,2025-10-23T09:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.6,mps,211.0,13.6,C,,-1,meters,2025-10-23T09:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.8,mps,205.0,12.4,C,,-1,meters,2025-10-23T09:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.1,mps,242.0,11.8,C,,-1,meters,2025-10-23T09:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.5,mps,241.0,12.1,C,,-1,meters,2025-10-23T09:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.3,mps,223.0,12.4,C,,-1,meters,2025-10-23T09:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.6,mps,230.0,12.8,C,,-1,meters,2025-10-23T10:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,6.9,mps,260.0,12.7,C,,-1,meters,2025-10-23T10:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,6.0,mps,241.0,13.3,C,,-1,meters,2025-10-23T10:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.6,mps,244.0,12.9,C,,-1,meters,2025-10-23T10:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.0,mps,285.0,12.7,C,,-1,meters,2025-10-23T10:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.6,mps,221.0,13.0,C,,-1,meters,2025-10-23T10:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.6,mps,233.0,13.4,C,,-1,meters,2025-10-23T11:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.4,mps,252.0,12.4,C,,-1,meters,2025-10-23T11:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.7,mps,244.0,13.9,C,,-1,meters,2025-10-23T11:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,6.6,mps,242.0,13.7,C,,-1,meters,2025-10-23T11:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,6.2,mps,249.0,12.3,C,,-1,meters,2025-10-23T11:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.8,mps,210.0,11.7,C,,-1,meters,2025-10-23T11:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.4,mps,202.0,11.6,C,,-1,meters,2025-10-23T12:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.6,mps,177.0,11.3,C,,-1,meters,2025-10-23T12:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.5,mps,192.0,10.7,C,,-1,meters,2025-10-23T12:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.4,mps,286.0,10.8,C,,-1,meters,2025-10-23T12:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.8,mps,282.0,11.2,C,,-1,meters,2025-10-23T12:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.1,mps,240.0,12.0,C,,-1,meters,2025-10-23T12:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.5,mps,218.0,11.6,C,,-1,meters,2025-10-23T13:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.4,mps,255.0,11.6,C,,-1,meters,2025-10-23T13:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.6,mps,266.0,11.7,C,,-1,meters,2025-10-23T13:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.4,mps,265.0,11.9,C,,-1,meters,2025-10-23T13:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.1,mps,276.0,12.1,C,,-1,meters,2025-10-23T13:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.8,mps,299.0,12.5,C,,-1,meters,2025-10-23T13:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.2,mps,309.0,13.1,C,,-1,meters,2025-10-23T14:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.1,mps,74.0,13.5,C,,-1,meters,2025-10-23T14:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.9,mps,170.0,12.9,C,,-1,meters,2025-10-23T14:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.3,mps,225.0,11.7,C,,-1,meters,2025-10-23T14:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.4,mps,229.0,12.3,C,,-1,meters,2025-10-23T14:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.6,mps,235.0,12.9,C,,-1,meters,2025-10-23T14:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.3,mps,238.0,12.7,C,,-1,meters,2025-10-23T15:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.4,mps,241.0,12.2,C,,-1,meters,2025-10-23T15:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.0,mps,196.0,11.9,C,,-1,meters,2025-10-23T15:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.6,mps,219.0,11.5,C,,-1,meters,2025-10-23T15:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.2,mps,233.0,11.0,C,,-1,meters,2025-10-23T15:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.3,mps,265.0,10.6,C,,-1,meters,2025-10-23T15:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.3,mps,271.0,10.4,C,,-1,meters,2025-10-23T16:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.8,mps,245.0,10.0,C,,-1,meters,2025-10-23T16:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.9,mps,268.0,9.9,C,,-1,meters,2025-10-23T16:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.2,mps,271.0,9.8,C,,-1,meters,2025-10-23T16:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.6,mps,264.0,9.7,C,,-1,meters,2025-10-23T16:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.1,mps,271.0,9.6,C,,-1,meters,2025-10-23T16:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.8,mps,261.0,9.6,C,,-1,meters,2025-10-23T17:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.4,mps,263.0,9.7,C,,-1,meters,2025-10-23T17:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,6.0,mps,264.0,10.0,C,,-1,meters,2025-10-23T17:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.8,mps,233.0,10.6,C,,-1,meters,2025-10-23T17:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.1,mps,260.0,10.6,C,,-1,meters,2025-10-23T17:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.1,mps,220.0,10.6,C,,-1,meters,2025-10-23T17:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.6,mps,245.0,10.8,C,,-1,meters,2025-10-23T18:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.0,mps,223.0,10.8,C,,-1,meters,2025-10-23T18:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.5,mps,258.0,10.7,C,,-1,meters,2025-10-23T18:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.7,mps,263.0,10.4,C,,-1,meters,2025-10-23T18:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.8,mps,246.0,10.6,C,,-1,meters,2025-10-23T18:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.2,mps,247.0,11.1,C,,-1,meters,2025-10-23T18:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,5.4,mps,251.0,10.9,C,,-1,meters,2025-10-23T19:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.9,mps,276.0,10.4,C,,-1,meters,2025-10-23T19:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.7,mps,270.0,9.9,C,,-1,meters,2025-10-23T19:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.7,mps,298.0,9.4,C,,-1,meters,2025-10-23T19:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.9,mps,279.0,9.1,C,,-1,meters,2025-10-23T19:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.7,mps,275.0,8.7,C,,-1,meters,2025-10-23T19:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.6,mps,264.0,8.4,C,,-1,meters,2025-10-23T20:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.8,mps,237.0,8.0,C,,-1,meters,2025-10-23T20:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.8,mps,249.0,7.7,C,,-1,meters,2025-10-23T20:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.1,mps,246.0,7.6,C,,-1,meters,2025-10-23T20:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.0,mps,254.0,8.2,C,,-1,meters,2025-10-23T20:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.7,mps,223.0,8.2,C,,-1,meters,2025-10-23T20:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.4,mps,235.0,7.8,C,,-1,meters,2025-10-23T21:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.4,mps,253.0,7.9,C,,-1,meters,2025-10-23T21:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.1,mps,237.0,8.7,C,,-1,meters,2025-10-23T21:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.8,mps,203.0,8.9,C,,-1,meters,2025-10-23T21:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.0,mps,282.0,8.4,C,,-1,meters,2025-10-23T21:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.3,mps,293.0,6.9,C,,-1,meters,2025-10-23T21:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.1,mps,244.0,7.6,C,,-1,meters,2025-10-23T22:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.7,mps,260.0,7.1,C,,-1,meters,2025-10-23T22:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.6,mps,209.0,6.7,C,,-1,meters,2025-10-23T22:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.5,mps,110.0,6.7,C,,-1,meters,2025-10-23T22:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.7,mps,41.0,6.6,C,,-1,meters,2025-10-23T22:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.2,mps,224.0,6.6,C,,-1,meters,2025-10-23T22:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.2,mps,216.0,6.6,C,,-1,meters,2025-10-23T23:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.5,mps,223.0,6.5,C,,-1,meters,2025-10-23T23:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.6,mps,252.0,6.6,C,,-1,meters,2025-10-23T23:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,4.2,mps,258.0,6.8,C,,-1,meters,2025-10-23T23:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,3.7,mps,264.0,6.6,C,,-1,meters,2025-10-23T23:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.0,mps,270.0,6.4,C,,-1,meters,2025-10-23T23:50:00Z
