new_image_name,date,time,season,daytime,weather_label
img_00192.png,20/11/2022,12:00:00,autumn,afternoon,sunny
img_00193.png,21/11/2022,12:00:00,autumn,afternoon,cloudy
img_00194.png,22/11/2022,12:00:00,autumn,afternoon,cloudy
img_00195.png,23/11/2022,12:00:00,autumn,afternoon,sunny
img_00196.png,24/11/2022,12:00:00,autumn,afternoon,cloudy
img_00197.png,25/11/2022,12:00:00,autumn,afternoon,cloudy
img_00198.png,26/11/2022,12:00:00,autumn,afternoon,sunny
img_00199.png,27/11/2022,12:00:00,autumn,afternoon,cloudy
img_00200.png,28/11/2022,12:00:00,autumn,afternoon,rainy
img_00201.png,29/11/2022,12:00:00,autumn,afternoon,cloudy
img_00202.png,30/11/2022,12:00:00,autumn,afternoon,cloudy
img_00203.png,01/12/2022,12:00:00,winter,afternoon,cloudy
img_00204.png,02/12/2022,12:00:00,winter,afternoon,cloudy
img_00205.png,03/12/2022,12:00:00,winter,afternoon,cloudy
img_00206.png,04/12/2022,12:00:00,winter,afternoon,foggy
img_00207.png,05/12/2022,12:00:00,winter,afternoon,cloudy
img_00208.png,06/12/2022,12:00:00,winter,afternoon,sunny
img_00209.png,07/12/2022,12:00:00,winter,afternoon,foggy
img_00210.png,08/12/2022,12:00:00,winter,afternoon,sunny
img_00211.png,09/12/2022,12:00:00,winter,afternoon,foggy
img_00212.png,10/12/2022,12:00:00,winter,afternoon,foggy
img_00213.png,11/12/2022,12:00:00,winter,afternoon,cloudy
img_00214.png,12/12/2022,12:00:00,winter,afternoon,foggy
img_00215.png,13/12/2022,12:00:00,winter,afternoon,foggy
img_00216.png,14/12/2022,12:00:00,winter,afternoon,foggy
img_00217.png,15/12/2022,12:00:00,winter,afternoon,foggy
img_00218.png,16/12/2022,12:00:00,winter,afternoon,cloudy
img_00219.png,17/12/2022,12:00:00,winter,afternoon,foggy
img_00220.png,18/12/2022,12:00:00,winter,afternoon,foggy
img_00221.png,19/12/2022,12:00:00,winter,afternoon,sunny
img_00222.png,20/12/2022,12:00:00,winter,afternoon,cloudy
img_00223.png,21/12/2022,12:00:00,winter,afternoon,rainy
img_00224.png,27/12/2022,12:00:00,winter,afternoon,cloudy
img_00225.png,28/12/2022,12:00:00,winter,afternoon,sunny
img_00226.png,29/12/2022,12:00:00,winter,afternoon,cloudy
img_00227.png,30/12/2022,12:00:00,winter,afternoon,rainy
img_00228.png,31/12/2022,12:00:00,winter,afternoon,cloudy
img_00229.png,01/01/2023,12:00:00,winter,afternoon,foggy
img_00230.png,02/01/2023,12:00:00,winter,afternoon,cloudy
img_00231.png,03/01/2023,12:00:00,winter,afternoon,cloudy
img_00232.png,04/01/2023,12:00:00,winter,afternoon,cloudy
img_00233.png,05/01/2023,12:00:00,winter,afternoon,cloudy
img_00234.png,06/01/2023,12:00:00,winter,afternoon,foggy
img_00235.png,07/01/2023,12:00:00,winter,afternoon,foggy
img_00236.png,08/01/2023,12:00:00,winter,afternoon,foggy
img_00237.png,09/01/2023,12:00:00,winter,afternoon,cloudy
img_00238.png,10/01/2023,12:00:00,winter,afternoon,sunny
img_00239.png,11/01/2023,12:00:00,winter,afternoon,cloudy
img_00240.png,12/01/2023,12:00:00,winter,afternoon,cloudy
img_00241.png,13/01/2023,12:00:00,winter,afternoon,cloudy
img_00242.png,14/01/2023,12:00:00,winter,afternoon,rainy
img_00243.png,15/01/2023,12:00:00,winter,afternoon,cloudy
img_00244.png,16/01/2023,12:00:00,winter,afternoon,foggy
img_00245.png,17/01/2023,12:00:00,winter,afternoon,rainy
img_00246.png,18/01/2023,12:00:00,winter,afternoon,foggy
img_00247.png,19/01/2023,12:00:00,winter,afternoon,snowfall
img_00248.png,20/01/2023,12:00:00,winter,afternoon,snowfall
img_00249.png,21/01/2023,12:00:00,winter,afternoon,snowfall
img_00250.png,22/01/2023,12:00:00,winter,afternoon,foggy
img_00251.png,23/01/2023,12:00:00,winter,afternoon,cloudy
img_00252.png,24/01/2023,12:00:00,winter,afternoon,cloudy
img_00253.png,25/01/2023,12:00:00,winter,afternoon,snowfall
img_00254.png,26/01/2023,12:00:00,winter,afternoon,foggy
img_00255.png,27/01/2023,12:00:00,winter,afternoon,foggy
img_00256.png,28/01/2023,12:00:00,winter,afternoon,cloudy
img_00257.png,29/01/2023,12:00:00,winter,afternoon,cloudy
img_00258.png,30/01/2023,12:00:00,winter,afternoon,sunny
img_00259.png,31/01/2023,12:00:00,winter,afternoon,sunny
img_00260.png,01/02/2023,12:00:00,winter,afternoon,sunny
img_00261.png,02/02/2023,12:00:00,winter,afternoon,snowfall
img_00262.png,03/02/2023,12:00:00,winter,afternoon,sunny
img_00263.png,04/02/2023,12:00:00,winter,afternoon,foggy
img_00264.png,05/02/2023,12:00:00,winter,afternoon,sunny
img_00265.png,06/02/2023,12:00:00,winter,afternoon,cloudy
img_00266.png,07/02/2023,12:00:00,winter,afternoon,sunny
img_00267.png,08/02/2023,12:00:00,winter,afternoon,foggy
img_00268.png,09/02/2023,12:00:00,winter,afternoon,sunny
img_00269.png,10/02/2023,12:00:00,winter,afternoon,sunny
img_00270.png,11/02/2023,12:00:00,winter,afternoon,sunny
img_00271.png,12/02/2023,12:00:00,winter,afternoon,sunny
img_00272.png,13/02/2023,12:00:00,winter,afternoon,sunny
img_00273.png,14/02/2023,12:00:00,winter,afternoon,sunny
img_00274.png,15/02/2023,12:00:00,winter,afternoon,sunny
img_00275.png,16/02/2023,12:00:00,winter,afternoon,sunny
img_00276.png,17/02/2023,12:00:00,winter,afternoon,cloudy
img_00277.png,18/02/2023,12:00:00,winter,afternoon,sunny
img_00278.png,19/02/2023,12:00:00,winter,afternoon,sunny
img_00279.png,20/02/2023,12:00:00,winter,afternoon,sunny
img_00280.png,21/02/2023,12:00:00,winter,afternoon,sunny
img_00281.png,22/02/2023,12:00:00,winter,afternoon,foggy
img_00282.png,23/02/2023,12:00:00,winter,afternoon,foggy
img_00283.png,24/02/2023,12:00:00,winter,afternoon,sunny
img_00284.png,25/02/2023,12:00:00,winter,afternoon,cloudy
img_00285.png,26/02/2023,12:00:00,winter,afternoon,cloudy
img_00286.png,27/02/2023,12:00:00,winter,afternoon,cloudy
img_00287.png,28/02/2023,12:00:00,winter,afternoon,foggy
img_00288.png,01/03/2023,12:00:00,spring,afternoon,foggy
img_00289.png,02/03/2023,12:00:00,spring,afternoon,foggy
img_00290.png,03/03/2023,12:00:00,spring,afternoon,foggy
img_00291.png,04/03/2023,12:00:00,spring,afternoon,foggy
img_00292.png,05/03/2023,12:00:00,spring,afternoon,foggy
img_00293.png,06/03/2023,12:00:00,spring,afternoon,foggy
img_00294.png,07/03/2023,12:00:00,spring,afternoon,foggy
img_00295.png,08/03/2023,12:00:00,spring,afternoon,cloudy
img_00296.png,09/03/2023,12:00:00,spring,afternoon,sunny
img_00297.png,10/03/2023,12:00:00,spring,afternoon,foggy
img_00298.png,11/03/2023,12:00:00,spring,afternoon,foggy
img_00299.png,12/03/2023,12:00:00,spring,afternoon,cloudy
img_00300.png,13/03/2023,12:00:00,spring,afternoon,cloudy
img_00301.png,14/03/2023,12:00:00,spring,afternoon,foggy
img_00302.png,15/03/2023,12:00:00,spring,afternoon,sunny
img_00303.png,16/03/2023,12:00:00,spring,afternoon,sunny
img_00304.png,17/03/2023,12:00:00,spring,afternoon,cloudy
img_00305.png,18/03/2023,12:00:00,spring,afternoon,sunny
img_00306.png,19/03/2023,12:00:00,spring,afternoon,cloudy
img_00307.png,20/03/2023,12:00:00,spring,afternoon,cloudy
img_00308.png,21/03/2023,12:00:00,spring,afternoon,cloudy
img_00309.png,22/03/2023,12:00:00,spring,afternoon,sunny
img_00310.png,23/03/2023,12:00:00,spring,afternoon,cloudy
img_00311.png,24/03/2023,12:00:00,spring,afternoon,cloudy
img_00312.png,25/03/2023,12:00:00,spring,afternoon,rainy
img_00313.png,26/03/2023,12:00:00,spring,afternoon,foggy
img_00314.png,27/03/2023,12:00:00,spring,afternoon,cloudy
img_00315.png,28/03/2023,12:00:00,spring,afternoon,sunny
img_00316.png,29/03/2023,12:00:00,spring,afternoon,rainy
img_00317.png,30/03/2023,12:00:00,spring,afternoon,rainy
img_00318.png,31/03/2023,12:00:00,spring,afternoon,cloudy
img_00319.png,01/04/2023,12:00:00,spring,afternoon,cloudy
img_00320.png,02/04/2023,12:00:00,spring,afternoon,cloudy
img_00321.png,03/04/2023,12:00:00,spring,afternoon,cloudy
img_00322.png,04/04/2023,12:00:00,spring,afternoon,sunny
img_00323.png,05/04/2023,12:00:00,spring,afternoon,sunny
img_00324.png,06/04/2023,12:00:00,spring,afternoon,sunny
img_00325.png,07/04/2023,12:00:00,spring,afternoon,cloudy
img_00326.png,08/04/2023,12:00:00,spring,afternoon,sunny
img_00327.png,09/04/2023,12:00:00,spring,afternoon,sunny
img_00328.png,10/04/2023,12:00:00,spring,afternoon,sunny
img_00329.png,11/04/2023,12:00:00,spring,afternoon,cloudy
img_00330.png,12/04/2023,12:00:00,spring,afternoon,cloudy
img_00331.png,13/04/2023,12:00:00,spring,afternoon,cloudy
img_00332.png,14/04/2023,12:00:00,spring,afternoon,cloudy
img_00333.png,15/04/2023,12:00:00,spring,afternoon,rainy
img_00334.png,16/04/2023,12:00:00,spring,afternoon,foggy
img_00335.png,17/04/2023,12:00:00,spring,afternoon,cloudy
img_00336.png,18/04/2023,12:00:00,spring,afternoon,sunny
img_00337.png,19/04/2023,12:00:00,spring,afternoon,foggy
img_00338.png,20/04/2023,12:00:00,spring,afternoon,cloudy
img_00339.png,21/04/2023,12:00:00,spring,afternoon,cloudy
img_00340.png,22/04/2023,12:00:00,spring,afternoon,cloudy
img_00341.png,23/04/2023,12:00:00,spring,afternoon,sunny
img_00342.png,24/04/2023,12:00:00,spring,afternoon,cloudy
img_00343.png,25/04/2023,12:00:00,spring,afternoon,foggy
img_00344.png,26/04/2023,12:00:00,spring,afternoon,sunny
img_00345.png,27/04/2023,12:00:00,spring,afternoon,cloudy
img_00346.png,28/04/2023,12:00:00,spring,afternoon,cloudy
img_00347.png,29/04/2023,12:00:00,spring,afternoon,cloudy
img_00348.png,30/04/2023,12:00:00,spring,afternoon,cloudy
img_00349.png,01/05/2023,12:00:00,spring,afternoon,cloudy
img_00350.png,02/05/2023,12:00:00,spring,afternoon,cloudy
img_00351.png,03/05/2023,12:00:00,spring,afternoon,sunny
img_00352.png,04/05/2023,12:00:00,spring,afternoon,sunny
img_00353.png,05/05/2023,12:00:00,spring,afternoon,cloudy
img_00354.png,06/05/2023,12:00:00,spring,afternoon,cloudy
img_00355.png,07/05/2023,12:00:00,spring,afternoon,cloudy
img_00356.png,08/05/2023,12:00:00,spring,afternoon,cloudy
img_00357.png,09/05/2023,12:00:00,spring,afternoon,cloudy
img_00358.png,10/05/2023,12:00:00,spring,afternoon,cloudy
img_00359.png,11/05/2023,12:00:00,spring,afternoon,rainy
img_00360.png,12/05/2023,12:00:00,spring,afternoon,cloudy
img_00361.png,13/05/2023,12:00:00,spring,afternoon,cloudy
img_00362.png,14/05/2023,12:00:00,spring,afternoon,foggy
img_00363.png,15/05/2023,12:00:00,spring,afternoon,cloudy
img_00364.png,16/05/2023,12:00:00,spring,afternoon,cloudy
img_00365.png,17/05/2023,12:00:00,spring,afternoon,cloudy
img_00366.png,18/05/2023,12:00:00,spring,afternoon,cloudy
img_00367.png,19/05/2023,12:00:00,spring,afternoon,foggy
img_00368.png,20/05/2023,12:00:00,spring,afternoon,foggy
img_00369.png,21/05/2023,12:00:00,spring,afternoon,cloudy
img_00370.png,22/05/2023,12:00:00,spring,afternoon,sunny
img_00371.png,23/05/2023,12:00:00,spring,afternoon,cloudy
img_00372.png,24/05/2023,12:00:00,spring,afternoon,cloudy
img_00373.png,25/05/2023,12:00:00,spring,afternoon,cloudy
img_00374.png,26/05/2023,12:00:00,spring,afternoon,sunny
img_00375.png,27/05/2023,12:00:00,spring,afternoon,sunny
img_00376.png,28/05/2023,12:00:00,spring,afternoon,sunny
img_00377.png,29/05/2023,12:00:00,spring,afternoon,sunny
img_00378.png,30/05/2023,12:00:00,spring,afternoon,sunny
img_00379.png,31/05/2023,12:00:00,spring,afternoon,sunny
img_00380.png,01/06/2023,12:00:00,summer,afternoon,cloudy
img_00381.png,02/06/2023,12:00:00,summer,afternoon,sunny
img_00382.png,03/06/2023,12:00:00,summer,afternoon,sunny
img_00383.png,04/06/2023,12:00:00,summer,afternoon,sunny
img_00384.png,05/06/2023,12:00:00,summer,afternoon,sunny
img_00385.png,06/06/2023,12:00:00,summer,afternoon,sunny
img_00386.png,07/06/2023,12:00:00,summer,afternoon,sunny
img_00387.png,08/06/2023,12:00:00,summer,afternoon,cloudy
img_00388.png,09/06/2023,12:00:00,summer,afternoon,sunny
img_00389.png,10/06/2023,12:00:00,summer,afternoon,cloudy
img_00390.png,11/06/2023,12:00:00,summer,afternoon,sunny
img_00391.png,12/06/2023,12:00:00,summer,afternoon,sunny
img_00392.png,13/06/2023,12:00:00,summer,afternoon,sunny
img_00393.png,14/06/2023,12:00:00,summer,afternoon,sunny
img_00394.png,15/06/2023,12:00:00,summer,afternoon,sunny
img_00395.png,16/06/2023,12:00:00,summer,afternoon,sunny
img_00396.png,17/06/2023,12:00:00,summer,afternoon,sunny
img_00397.png,18/06/2023,12:00:00,summer,afternoon,sunny
img_00398.png,19/06/2023,12:00:00,summer,afternoon,sunny
img_00399.png,20/06/2023,12:00:00,summer,afternoon,foggy
img_00400.png,21/06/2023,12:00:00,summer,afternoon,foggy
img_00401.png,22/06/2023,12:00:00,summer,afternoon,rainy
img_00402.png,23/06/2023,12:00:00,summer,afternoon,cloudy
img_00403.png,24/06/2023,12:00:00,summer,afternoon,sunny
img_00404.png,25/06/2023,12:00:00,summer,afternoon,sunny
img_00405.png,26/06/2023,12:00:00,summer,afternoon,sunny
img_00406.png,27/06/2023,12:00:00,summer,afternoon,sunny
img_00407.png,28/06/2023,12:00:00,summer,afternoon,foggy
img_00408.png,29/06/2023,12:00:00,summer,afternoon,sunny
img_00409.png,30/06/2023,12:00:00,summer,afternoon,cloudy
img_00410.png,01/07/2023,12:00:00,summer,afternoon,cloudy
img_00411.png,02/07/2023,12:00:00,summer,afternoon,cloudy
img_00412.png,03/07/2023,12:00:00,summer,afternoon,sunny
img_00413.png,04/07/2023,12:00:00,summer,afternoon,cloudy
img_00414.png,05/07/2023,12:00:00,summer,afternoon,cloudy
img_00415.png,06/07/2023,12:00:00,summer,afternoon,cloudy
img_00416.png,07/07/2023,12:00:00,summer,afternoon,sunny
img_00417.png,08/07/2023,12:00:00,summer,afternoon,cloudy
img_00418.png,09/07/2023,12:00:00,summer,afternoon,sunny
img_00419.png,10/07/2023,12:00:00,summer,afternoon,sunny
img_00420.png,11/07/2023,12:00:00,summer,afternoon,sunny
img_00421.png,12/07/2023,12:00:00,summer,afternoon,cloudy
img_00422.png,13/07/2023,12:00:00,summer,afternoon,cloudy
img_00423.png,14/07/2023,12:00:00,summer,afternoon,sunny
img_00424.png,15/07/2023,12:00:00,summer,afternoon,sunny
img_00425.png,16/07/2023,12:00:00,summer,afternoon,cloudy
img_00426.png,17/07/2023,12:00:00,summer,afternoon,cloudy
img_00427.png,18/07/2023,12:00:00,summer,afternoon,sunny
img_00428.png,19/07/2023,12:00:00,summer,afternoon,cloudy
