new_image_name,date,time,season,daytime,weather_label,year,month,month_name,hour,weather_timestamp,timestamp,Merligen Temperature [2 m elevation corrected],Merligen Precipitation Total,Merligen Snowfall Amount,Merligen Sunshine Duration,Merligen Wind Speed [10 m],Merligen Wind Direction [10 m],Merligen Wind Gust,bfr,wind_label
img_00566.png,2023-12-05,12:00:00,winter,afternoon,snowfall,2023,12,December,12,20231205T1200,20231205T1200,5.0405216,0.0,0.0,41.21212,13.392774,233.74615,38.519997,3,light_wind
img_06325.png,2025-04-13,01:00:00,spring,night,rainy,2025,4,April,1,20250413T0100,20250413T0100,13.620522,0.0,0.0,0.0,6.489992,176.82018,13.679999,2,light_breeze
img_20188.png,2025-09-04,12:40:00,autumn,afternoon,cloudy,2025,9,September,12,20250904T1200,20250904T1200,21.420523,0.0,0.0,12.727271,6.87779,353.991,18.0,2,light_breeze
img_11393.png,2025-06-10,15:50:00,summer,afternoon,foggy,2025,6,June,15,20250610T1500,20250610T1500,25.210522,0.0,0.0,44.0,8.350138,262.5686,31.68,2,light_breeze
img_09230.png,2025-05-11,05:00:00,spring,night,rainy,2025,5,May,5,20250511T0500,20250511T0500,8.100521,0.0,0.0,50.303032,3.671294,78.69006,15.4800005,1,light_air
img_22017.png,2025-09-22,10:20:00,autumn,morning,cloudy,2025,9,September,10,20250922T1000,20250922T1000,13.830522,0.4,0.0,0.0,8.311245,4.9697266,29.88,2,light_breeze
img_11327.png,2025-06-10,02:40:00,summer,night,foggy,2025,6,June,2,20250610T0200,20250610T0200,11.810521,0.0,0.0,0.0,1.8,53.130096,9.72,1,light_air
img_04780.png,2025-03-29,04:40:00,spring,night,foggy,2025,3,March,4,20250329T0400,20250329T0400,6.7505217,0.4,0.07,0.0,4.1046314,285.25513,13.32,1,light_air
img_11584.png,2025-06-12,12:50:00,summer,afternoon,foggy,2025,6,June,12,20250612T1200,20250612T1200,27.920523,0.0,0.0,53.81818,2.0364676,44.999985,16.919998,1,light_air
img_13431.png,2025-06-30,07:40:00,summer,morning,cloudy,2025,6,June,7,20250630T0700,20250630T0700,24.300522,0.0,0.0,57.575756,2.5959969,33.690063,14.4,1,light_air
img_12478.png,2025-06-21,03:00:00,summer,night,foggy,2025,6,June,3,20250621T0300,20250621T0300,14.990521,0.0,0.0,0.0,5.3999996,53.130096,13.679999,2,light_breeze
img_09295.png,2025-05-11,16:50:00,spring,afternoon,cloudy,2025,5,May,16,20250511T1600,20250511T1600,20.890522,0.0,0.0,53.63636,6.489992,86.82017,23.759998,2,light_breeze
img_05117.png,2025-04-01,10:30:00,spring,morning,sunny,2025,4,April,10,20250401T1000,20250401T1000,8.250522,0.0,0.0,30.303032,20.150354,48.621475,56.88,4,moderate_wind
img_20812.png,2025-09-10,17:40:00,autumn,afternoon,foggy,2025,9,September,17,20250910T1700,20250910T1700,18.190523,0.1,0.0,39.39394,1.2979984,326.30994,17.64,1,light_air
img_08211.png,2025-05-01,11:10:00,spring,morning,sunny,2025,5,May,11,20250501T1100,20250501T1100,23.230522,0.0,0.0,53.939396,2.4149535,63.43495,16.56,1,light_air
img_15147.png,2025-07-16,13:40:00,summer,afternoon,sunny,2025,7,July,13,20250716T1300,20250716T1300,22.490522,0.0,0.0,1.2121224,12.245294,271.6847,43.56,3,light_wind
img_15821.png,2025-07-23,16:00:00,summer,afternoon,cloudy,2025,7,July,16,20250723T1600,20250723T1600,22.790522,0.0,0.0,40.606064,2.1897945,279.46234,21.24,1,light_air
img_01526.png,2025-02-26,00:20:00,winter,night,snowfall,2025,2,February,0,20250226T0000,20250226T0000,5.9405212,0.2,0.0,0.0,17.148247,230.9645,49.68,3,light_wind
img_16304.png,2025-07-28,09:30:00,summer,morning,foggy,2025,7,July,9,20250728T0900,20250728T0900,14.360521,0.8,0.0,4.8484864,5.771239,266.42368,26.64,2,light_breeze
img_02572.png,2025-03-08,02:20:00,spring,night,rainy,2025,3,March,2,20250308T0200,20250308T0200,3.7405214,0.0,0.0,0.0,2.0991426,120.96376,14.04,1,light_air
img_11545.png,2025-06-12,05:20:00,summer,night,foggy,2025,6,June,5,20250612T0500,20250612T0500,14.640521,0.0,0.0,58.78788,4.5820518,44.999985,18.0,1,light_air
img_13283.png,2025-06-28,17:20:00,summer,afternoon,sunny,2025,6,June,17,20250628T1700,20250628T1700,29.290522,0.0,0.0,60.0,5.95906,64.98311,21.96,2,light_breeze
img_12203.png,2025-06-18,11:00:00,summer,morning,sunny,2025,6,June,11,20250618T1100,20250618T1100,24.950521,0.0,0.0,49.636364,6.763786,25.201126,23.4,2,light_breeze
img_03534.png,2025-03-17,07:40:00,spring,morning,foggy,2025,3,March,7,20250317T0700,20250317T0700,3.3805215,0.0,0.0,11.515152,8.587338,33.023865,23.759998,2,light_breeze
img_11992.png,2025-06-16,10:50:00,summer,morning,cloudy,2025,6,June,10,20250616T1000,20250616T1000,19.280521,0.1,0.0,24.242424,11.792404,31.263718,31.68,3,light_wind
img_15698.png,2025-07-22,12:20:00,summer,afternoon,cloudy,2025,7,July,12,20250722T1200,20250722T1200,21.640522,0.0,0.0,41.81818,11.901798,273.46823,40.68,3,light_wind
img_11078.png,2025-06-07,15:50:00,summer,afternoon,cloudy,2025,6,June,15,20250607T1500,20250607T1500,17.140522,0.3,0.0,12.727271,5.815978,248.1986,34.56,2,light_breeze
img_23380.png,2025-10-05,13:50:00,autumn,afternoon,cloudy,2025,10,October,13,20251005T1300,20251005T1300,11.170522,0.6,0.0,23.636362,15.273505,261.8699,50.399998,3,light_wind
img_03883.png,2025-03-20,13:50:00,spring,afternoon,sunny,2025,3,March,13,20250320T1300,20250320T1300,17.250523,0.0,0.0,59.393936,0.71999997,270.0,13.32,0,calm
img_23543.png,2025-10-07,05:40:00,autumn,night,sunny,2025,10,October,5,20251007T0500,20251007T0500,9.460522,0.0,0.0,0.0,3.8268526,41.18593,12.24,1,light_air
img_04285.png,2025-03-24,10:50:00,spring,morning,sunny,2025,3,March,10,20250324T1000,20250324T1000,11.4105215,0.0,0.0,24.848484,5.3517847,42.27368,21.96,2,light_breeze
img_09242.png,2025-05-11,08:00:00,spring,morning,cloudy,2025,5,May,8,20250511T0800,20250511T0800,15.490521,0.0,0.0,60.0,3.8268526,41.18593,15.84,1,light_air
img_12838.png,2025-06-24,12:30:00,summer,afternoon,sunny,2025,6,June,12,20250624T1200,20250624T1200,27.390522,0.0,0.0,60.0,7.2359104,264.28943,29.16,2,light_breeze
img_12090.png,2025-06-17,09:40:00,summer,morning,sunny,2025,6,June,9,20250617T0900,20250617T0900,20.830523,0.0,0.0,58.78788,11.212135,42.39743,33.48,3,light_wind
img_20897.png,2025-09-11,14:20:00,autumn,afternoon,cloudy,2025,9,September,14,20250911T1400,20250911T1400,18.810522,0.0,0.0,27.272726,14.113653,264.14398,43.199997,3,light_wind
img_04478.png,2025-03-26,08:00:00,spring,morning,cloudy,2025,3,March,8,20250326T0800,20250326T0800,8.750522,0.3,0.0,17.575756,2.2768397,18.434952,13.32,1,light_air
img_21825.png,2025-09-20,13:00:00,autumn,afternoon,sunny,2025,9,September,13,20250920T1300,20250920T1300,27.070522,0.0,0.0,51.51515,5.8603754,280.61966,17.64,2,light_breeze
img_10241.png,2025-05-20,17:00:00,spring,afternoon,foggy,2025,5,May,17,20250520T1700,20250520T1700,14.540522,0.6,0.0,0.6060612,2.4149535,296.56506,12.599999,1,light_air
img_21319.png,2025-09-15,15:10:00,autumn,afternoon,cloudy,2025,9,September,15,20250915T1500,20250915T1500,24.670523,0.0,0.0,46.666668,11.525623,268.21008,50.039997,3,light_wind
img_02142.png,2025-03-03,22:00:00,spring,evening,foggy,2025,3,March,22,20250303T2200,20250303T2200,0.50052154,0.0,0.0,0.0,3.5455887,66.037506,12.959999,1,light_air
img_07345.png,2025-04-23,06:00:00,spring,night,sunny,2025,4,April,6,20250423T0600,20250423T0600,8.010522,0.0,0.0,41.21212,3.319036,257.4712,10.440001,1,light_air
img_23476.png,2025-10-06,12:40:00,autumn,afternoon,sunny,2025,10,October,12,20251006T1200,20251006T1200,13.030521,0.0,0.0,18.78788,5.8603754,280.61966,20.16,2,light_breeze
img_09586.png,2025-05-14,12:50:00,spring,afternoon,sunny,2025,5,May,12,20250514T1200,20250514T1200,20.130522,0.0,0.0,52.727272,4.510787,61.38954,19.8,1,light_air
img_08046.png,2025-04-29,19:20:00,spring,evening,rainy,2025,4,April,19,20250429T1900,20250429T1900,18.250523,0.0,0.0,34.36091,0.71999997,360.0,10.440001,0,calm
img_08504.png,2025-05-04,07:30:00,spring,morning,rainy,2025,5,May,7,20250504T0700,20250504T0700,15.300521,0.2,0.0,39.39394,1.0182338,315.0,14.04,1,light_air
img_15137.png,2025-07-16,12:00:00,summer,afternoon,cloudy,2025,7,July,12,20250716T1200,20250716T1200,22.760523,0.0,0.0,9.090908,12.224107,256.37302,42.12,3,light_wind
img_09310.png,2025-05-11,20:40:00,spring,evening,rainy,2025,5,May,20,20250511T2000,20250511T2000,12.300521,0.0,0.0,0.0,4.379589,80.537674,15.119999,1,light_air
img_15141.png,2025-07-16,12:40:00,summer,afternoon,cloudy,2025,7,July,12,20250716T1200,20250716T1200,22.760523,0.0,0.0,9.090908,12.224107,256.37302,42.12,3,light_wind
img_05026.png,2025-03-31,12:50:00,spring,afternoon,sunny,2025,3,March,12,20250331T1200,20250331T1200,11.520521,0.0,0.0,28.48485,9.885262,10.49147,30.239998,2,light_breeze
img_05691.png,2025-04-06,19:20:00,spring,evening,sunny,2025,4,April,19,20250406T1900,20250406T1900,8.490521,0.0,0.0,7.05,11.525623,51.34018,33.48,3,light_wind
img_07737.png,2025-04-26,20:40:00,spring,evening,rainy,2025,4,April,20,20250426T2000,20250426T2000,11.320521,0.0,0.0,0.0,4.6800003,67.380135,15.84,1,light_air
img_00377.png,2023-05-29,12:00:00,spring,afternoon,sunny,2023,5,May,12,20230529T1200,20230529T1200,23.230522,0.0,0.0,56.363636,11.885453,54.86579,35.28,3,light_wind
img_14932.png,2025-07-14,12:50:00,summer,afternoon,cloudy,2025,7,July,12,20250714T1200,20250714T1200,24.330523,0.0,0.0,46.666668,11.113451,245.09525,51.12,3,light_wind
img_02224.png,2025-03-04,16:30:00,spring,afternoon,foggy,2025,3,March,16,20250304T1600,20250304T1600,11.720521,0.0,0.0,59.636364,7.145796,40.914368,11.5199995,2,light_breeze
img_10145.png,2025-05-19,19:00:00,spring,evening,rainy,2025,5,May,19,20250519T1900,20250519T1900,16.660522,0.0,0.0,42.181816,5.0142193,248.9625,10.440001,2,light_breeze
img_23620.png,2025-10-07,21:00:00,autumn,evening,sunny,2025,10,October,21,20251007T2100,20251007T2100,10.1605215,0.0,0.0,0.0,5.8603754,47.489548,19.08,2,light_breeze
img_06023.png,2025-04-10,05:20:00,spring,night,sunny,2025,4,April,5,20250410T0500,20250410T0500,2.6105216,0.0,0.0,8.730303,4.198285,59.036232,19.44,1,light_air
img_14655.png,2025-07-11,20:20:00,summer,evening,sunny,2025,7,July,20,20250711T2000,20250711T2000,18.630522,0.0,0.0,16.010775,5.4477882,82.40536,12.959999,2,light_breeze
img_15906.png,2025-07-24,12:40:00,summer,afternoon,cloudy,2025,7,July,12,20250724T1200,20250724T1200,18.950521,0.5,0.0,44.848488,1.8,53.130096,19.8,1,light_air
img_15705.png,2025-07-22,13:30:00,summer,afternoon,sunny,2025,7,July,13,20250722T1300,20250722T1300,22.320522,0.0,0.0,36.969692,12.245294,268.3153,40.32,3,light_wind
img_15317.png,2025-07-18,17:50:00,summer,afternoon,sunny,2025,7,July,17,20250718T1700,20250718T1700,26.630522,0.0,0.0,59.81818,4.1046314,52.125,16.199999,1,light_air
img_19914.png,2025-09-01,18:40:00,autumn,evening,cloudy,2025,9,September,18,20250901T1800,20250901T1800,15.040522,2.5,0.0,0.0,5.937272,255.96376,9.36,2,light_breeze
img_03197.png,2025-03-14,00:40:00,spring,night,foggy,2025,3,March,0,20250314T0000,20250314T0000,3.5605216,0.0,0.0,0.0,4.0249224,26.565033,9.72,1,light_air
img_26320.png,2025-11-03,09:50:00,autumn,morning,sunny,2025,11,November,9,20251103T0900,20251103T0900,8.590522,0.0,0.0,29.69697,2.0991426,210.96376,11.879999,1,light_air
img_00296.png,2023-03-09,12:00:00,spring,afternoon,sunny,2023,3,March,12,20230309T1200,20230309T1200,14.590521,0.0,0.0,40.606064,18.532133,245.9245,51.839996,3,light_wind
img_10944.png,2025-06-06,11:00:00,summer,morning,cloudy,2025,6,June,11,20250606T1100,20250606T1100,20.400522,0.0,0.0,21.818182,11.542478,266.42368,38.16,3,light_wind
img_20748.png,2025-09-10,06:40:00,autumn,night,cloudy,2025,9,September,6,20250910T0600,20250910T0600,13.430521,0.2,0.0,12.121214,3.563818,44.999985,8.28,1,light_air
img_24742.png,2025-10-18,18:40:00,autumn,evening,foggy,2025,10,October,18,20251018T1800,20251018T1800,7.5405216,0.0,0.0,0.0,4.8965297,53.97262,12.959999,1,light_air
img_21223.png,2025-09-14,16:40:00,autumn,afternoon,sunny,2025,9,September,16,20250914T1600,20250914T1600,19.410522,0.0,0.0,4.8484864,6.193674,234.46233,23.4,2,light_breeze
img_20526.png,2025-09-07,23:00:00,autumn,evening,cloudy,2025,9,September,23,20250907T2300,20250907T2300,17.350521,0.0,0.0,0.0,0.35999998,270.0,11.159999,0,calm
img_14203.png,2025-07-07,13:50:00,summer,afternoon,cloudy,2025,7,July,13,20250707T1300,20250707T1300,19.020523,0.5,0.0,5.454544,12.979984,266.8202,48.96,3,light_wind
img_15723.png,2025-07-22,16:30:00,summer,afternoon,cloudy,2025,7,July,16,20250722T1600,20250722T1600,22.290522,0.0,0.0,36.969692,11.165805,271.84763,36.36,3,light_wind
img_20215.png,2025-09-04,17:10:00,autumn,afternoon,stormy,2025,9,September,17,20250904T1700,20250904T1700,16.130522,2.2,0.0,9.090908,4.3349743,94.76365,13.679999,1,light_air
img_10788.png,2025-06-04,22:00:00,summer,evening,rainy,2025,6,June,22,20250604T2200,20250604T2200,14.940521,0.3,0.0,0.0,1.5273507,315.0,24.48,1,light_air
img_07920.png,2025-04-28,15:10:00,spring,afternoon,sunny,2025,4,April,15,20250428T1500,20250428T1500,20.860521,0.8,0.0,52.727272,5.8603754,42.510437,23.4,2,light_breeze
img_08250.png,2025-05-01,17:40:00,spring,afternoon,sunny,2025,5,May,17,20250501T1700,20250501T1700,23.270523,0.0,0.0,54.545452,5.5887027,165.06857,16.199999,2,light_breeze
img_21708.png,2025-09-19,10:50:00,autumn,morning,sunny,2025,9,September,10,20250919T1000,20250919T1000,22.400522,0.0,0.0,60.0,1.8,216.8699,11.879999,1,light_air
img_13856.png,2025-07-04,08:30:00,summer,morning,foggy,2025,7,July,8,20250704T0800,20250704T0800,21.320522,0.7,0.0,35.757576,3.6179552,354.28943,17.28,1,light_air
img_26413.png,2025-11-04,08:20:00,autumn,morning,sunny,2025,11,November,8,20251104T0800,20251104T0800,4.6705217,0.0,0.0,15.151516,1.5273507,44.999985,15.119999,1,light_air
img_06516.png,2025-04-14,18:40:00,spring,evening,cloudy,2025,4,April,18,20250414T1800,20250414T1800,16.230522,0.0,0.0,44.18182,4.6102495,38.659805,20.519999,1,light_air
img_05679.png,2025-04-06,16:40:00,spring,afternoon,sunny,2025,4,April,16,20250406T1600,20250406T1600,12.810521,0.0,0.0,60.0,14.799459,48.945175,42.839996,3,light_wind
img_05770.png,2025-04-07,16:20:00,spring,afternoon,sunny,2025,4,April,16,20250407T1600,20250407T1600,14.490521,0.0,0.0,60.0,8.209263,37.87497,25.56,2,light_breeze
img_13701.png,2025-07-02,17:40:00,summer,afternoon,stormy,2025,7,July,17,20250702T1700,20250702T1700,28.510523,0.0,0.0,53.63636,4.5820518,225.0,21.96,1,light_air
img_12961.png,2025-06-25,15:30:00,summer,afternoon,sunny,2025,6,June,15,20250625T1500,20250625T1500,31.940523,0.0,0.0,58.78788,3.0758414,69.443954,17.28,1,light_air
img_23530.png,2025-10-07,01:20:00,autumn,night,rainy,2025,10,October,1,20251007T0100,20251007T0100,10.270521,0.0,0.0,0.0,2.968636,14.03624,9.36,1,light_air
img_11258.png,2025-06-09,10:50:00,summer,morning,foggy,2025,6,June,10,20250609T1000,20250609T1000,18.790522,0.0,0.0,23.636362,5.6233797,39.805573,21.96,2,light_breeze
img_13489.png,2025-06-30,17:20:00,summer,afternoon,cloudy,2025,6,June,17,20250630T1700,20250630T1700,28.150522,0.0,0.0,53.454544,3.4152596,251.56506,17.64,1,light_air
img_15705.png,2025-07-22,13:30:00,summer,afternoon,sunny,2025,7,July,13,20250722T1300,20250722T1300,22.320522,0.0,0.0,36.969692,12.245294,268.3153,40.32,3,light_wind
img_04656.png,2025-03-27,22:20:00,spring,evening,rainy,2025,3,March,22,20250327T2200,20250327T2200,5.9505215,0.0,0.0,0.0,5.00128,59.74356,19.44,2,light_breeze
img_12793.png,2025-06-24,03:00:00,summer,night,foggy,2025,6,June,3,20250624T0300,20250624T0300,17.440523,0.0,0.0,0.0,2.6208394,15.945404,15.84,1,light_air
img_26595.png,2025-11-06,03:00:00,autumn,night,rainy,2025,11,November,3,20251106T0300,20251106T0300,2.2805214,0.0,0.0,0.0,1.4399999,360.0,16.56,1,light_air
img_20897.png,2025-09-11,14:20:00,autumn,afternoon,cloudy,2025,9,September,14,20250911T1400,20250911T1400,18.810522,0.0,0.0,27.272726,14.113653,264.14398,43.199997,3,light_wind
img_09644.png,2025-05-15,03:00:00,spring,night,foggy,2025,5,May,3,20250515T0300,20250515T0300,9.310521,0.0,0.0,0.0,3.8773184,158.1986,8.28,1,light_air
img_05879.png,2025-04-08,17:00:00,spring,afternoon,sunny,2025,4,April,17,20250408T1700,20250408T1700,14.780521,0.0,0.0,54.181816,4.6102495,38.659805,16.199999,1,light_air
img_11391.png,2025-06-10,15:30:00,summer,afternoon,foggy,2025,6,June,15,20250610T1500,20250610T1500,25.210522,0.0,0.0,44.0,8.350138,262.5686,31.68,2,light_breeze
img_12111.png,2025-06-17,13:10:00,summer,afternoon,sunny,2025,6,June,13,20250617T1300,20250617T1300,24.650522,0.0,0.0,51.51515,12.599998,53.130096,36.36,3,light_wind
img_23388.png,2025-10-05,15:10:00,autumn,afternoon,rainy,2025,10,October,15,20251005T1500,20251005T1500,10.470521,0.4,0.0,25.454548,12.9249525,257.125,43.199997,3,light_wind
img_24411.png,2025-10-15,14:10:00,autumn,afternoon,cloudy,2025,10,October,14,20251015T1400,20251015T1400,13.090521,0.0,0.0,3.6363637,12.475961,43.830856,33.839996,3,light_wind
img_07811.png,2025-04-27,14:10:00,spring,afternoon,sunny,2025,4,April,14,20250427T1400,20250427T1400,17.760523,0.5,0.0,38.78788,5.3517847,42.27368,24.119999,2,light_breeze
img_05032.png,2025-03-31,13:50:00,spring,afternoon,sunny,2025,3,March,13,20250331T1300,20250331T1300,12.090521,0.0,0.0,29.69697,9.9571085,12.528793,30.599998,2,light_breeze
img_21369.png,2025-09-16,05:00:00,autumn,night,rainy,2025,9,September,5,20250916T0500,20250916T0500,13.640521,0.0,0.0,0.0,7.208994,267.1376,27.0,2,light_breeze
img_15107.png,2025-07-16,07:00:00,summer,morning,cloudy,2025,7,July,7,20250716T0700,20250716T0700,18.860521,0.0,0.0,1.2121224,5.00128,239.74356,18.72,2,light_breeze
img_26168.png,2025-11-01,19:20:00,autumn,evening,rainy,2025,11,November,19,20251101T1900,20251101T1900,13.290522,0.1,0.0,0.0,4.1046314,142.12502,15.84,1,light_air
img_03944.png,2025-03-21,06:00:00,spring,night,foggy,2025,3,March,6,20250321T0600,20250321T0600,5.850521,0.0,0.0,6.109428,3.671294,101.30993,17.64,1,light_air
img_02158.png,2025-03-04,03:40:00,spring,night,snowfall,2025,3,March,3,20250304T0300,20250304T0300,-1.5794785,0.0,0.0,0.0,1.9386592,21.801407,11.5199995,1,light_air
img_21165.png,2025-09-14,06:40:00,autumn,night,rainy,2025,9,September,6,20250914T0600,20250914T0600,13.780521,0.4,0.0,16.994951,7.928177,219.47246,31.68,2,light_breeze
img_12646.png,2025-06-22,15:30:00,summer,afternoon,sunny,2025,6,June,15,20250622T1500,20250622T1500,30.560522,0.0,0.0,58.78788,7.42159,230.90614,28.08,2,light_breeze
img_24085.png,2025-10-12,11:20:00,autumn,morning,cloudy,2025,10,October,11,20251012T1100,20251012T1100,13.680521,0.0,0.0,13.939394,5.8048253,29.744873,20.519999,2,light_breeze
img_16418.png,2025-07-29,11:00:00,summer,morning,sunny,2025,7,July,11,20250729T1100,20250729T1100,18.240522,0.0,0.0,29.69697,3.7585104,343.30075,20.16,1,light_air
img_23291.png,2025-10-04,16:00:00,autumn,afternoon,rainy,2025,10,October,16,20251004T1600,20251004T1600,12.970521,1.8,0.0,0.0,20.140705,294.27444,65.159996,4,moderate_wind
img_10953.png,2025-06-06,12:30:00,summer,afternoon,cloudy,2025,6,June,12,20250606T1200,20250606T1200,21.380522,0.7,0.0,19.393942,10.823973,266.1859,38.16,2,light_breeze
img_05289.png,2025-04-03,01:20:00,spring,night,rainy,2025,4,April,1,20250403T0100,20250403T0100,5.800522,0.0,0.0,0.0,3.0758414,69.443954,16.56,1,light_air
img_23749.png,2025-10-09,06:00:00,autumn,night,cloudy,2025,10,October,6,20251009T0600,20251009T0600,8.860521,0.0,0.0,1.148148,0.8049845,26.565033,11.5199995,0,calm
img_23278.png,2025-10-04,13:50:00,autumn,afternoon,cloudy,2025,10,October,13,20251004T1300,20251004T1300,19.720522,0.0,0.0,9.696969,17.429354,231.70984,56.88,3,light_wind
img_15104.png,2025-07-16,06:00:00,summer,night,rainy,2025,7,July,6,20250716T0600,20250716T0600,17.760523,0.0,0.0,0.0,5.3999996,216.8699,20.16,2,light_breeze
img_22093.png,2025-09-23,04:00:00,autumn,night,rainy,2025,9,September,4,20250923T0400,20250923T0400,11.650521,0.5,0.0,0.0,7.5685663,25.34616,21.24,2,light_breeze
img_05093.png,2025-04-01,06:00:00,spring,night,foggy,2025,4,April,6,20250401T0600,20250401T0600,3.1305215,0.0,0.0,48.290745,12.496718,41.49646,37.079998,3,light_wind
img_16368.png,2025-07-28,22:20:00,summer,evening,foggy,2025,7,July,22,20250728T2200,20250728T2200,12.190521,0.3,0.0,0.0,2.0364676,225.0,12.959999,1,light_air
img_02058.png,2025-03-03,05:00:00,spring,night,foggy,2025,3,March,5,20250303T0500,20250303T0500,-2.3694785,0.0,0.0,0.0,1.8,36.86989,11.879999,1,light_air
img_25682.png,2025-10-28,02:00:00,autumn,night,rainy,2025,10,October,2,20251028T0200,20251028T0200,8.500522,0.0,0.0,0.0,6.989936,235.49149,34.2,2,light_breeze
img_01273.png,2025-02-23,13:10:00,winter,afternoon,foggy,2025,2,February,13,20250223T1300,20250223T1300,9.790522,0.0,0.0,10.909091,2.4149535,296.56506,13.32,1,light_air
img_12338.png,2025-06-19,16:00:00,summer,afternoon,sunny,2025,6,June,16,20250619T1600,20250619T1600,28.160522,0.0,0.0,57.575756,8.0899935,57.72435,29.88,2,light_breeze
img_13014.png,2025-06-26,06:40:00,summer,night,rainy,2025,6,June,6,20250626T0600,20250626T0600,20.500523,0.6,0.0,56.363636,4.510787,208.61046,19.8,1,light_air
img_06904.png,2025-04-18,13:00:00,spring,afternoon,cloudy,2025,4,April,13,20250418T1300,20250418T1300,10.320521,0.0,0.0,0.0,6.439876,296.56506,25.199999,2,light_breeze
img_13883.png,2025-07-04,13:00:00,summer,afternoon,cloudy,2025,7,July,13,20250704T1300,20250704T1300,26.140522,0.0,0.0,33.333336,6.1305785,49.76364,21.24,2,light_breeze
img_20961.png,2025-09-12,07:40:00,autumn,morning,cloudy,2025,9,September,7,20250912T0700,20250912T0700,13.620522,0.3,0.0,13.333332,5.0528407,265.91437,19.08,2,light_breeze
img_11947.png,2025-06-15,23:40:00,summer,evening,rainy,2025,6,June,23,20250615T2300,20250615T2300,16.790522,0.3,0.0,0.0,4.5820518,315.0,16.56,1,light_air
img_24136.png,2025-10-12,21:40:00,autumn,evening,rainy,2025,10,October,21,20251012T2100,20251012T2100,9.430521,0.0,0.0,0.0,5.8603754,42.510437,15.4800005,2,light_breeze
img_14936.png,2025-07-14,13:30:00,summer,afternoon,cloudy,2025,7,July,13,20250714T1300,20250714T1300,25.070522,0.0,0.0,45.454544,11.770403,246.57132,44.28,3,light_wind
img_12690.png,2025-06-23,03:40:00,summer,night,rainy,2025,6,June,3,20250623T0300,20250623T0300,19.310522,0.0,0.0,0.0,3.396233,122.00538,19.08,1,light_air
img_25620.png,2025-10-27,11:20:00,autumn,morning,rainy,2025,10,October,11,20251027T1100,20251027T1100,8.060521,1.2,0.21000001,0.0,19.406637,229.51399,56.16,4,moderate_wind
img_20502.png,2025-09-07,15:40:00,autumn,afternoon,sunny,2025,9,September,15,20250907T1500,20250907T1500,24.840523,0.0,0.0,53.272724,3.6,53.130096,14.759999,1,light_air
img_12967.png,2025-06-25,16:30:00,summer,afternoon,sunny,2025,6,June,16,20250625T1600,20250625T1600,31.540522,0.0,0.0,56.727272,3.96,89.99999,16.199999,1,light_air
img_12796.png,2025-06-24,04:00:00,summer,night,rainy,2025,6,June,4,20250624T0400,20250624T0400,17.390522,0.0,0.0,27.183332,1.8,360.0,14.759999,1,light_air
img_11772.png,2025-06-14,09:10:00,summer,morning,sunny,2025,6,June,9,20250614T0900,20250614T0900,27.530521,0.0,0.0,59.454544,2.5455842,225.0,17.28,1,light_air
img_06143.png,2025-04-11,08:40:00,spring,morning,sunny,2025,4,April,8,20250411T0800,20250411T0800,11.490521,0.0,0.0,60.0,2.1897945,9.462311,11.879999,1,light_air
